117230031816010,117.2305,31.8165
117223031817010,117.2235,31.8175
117222031818010,117.2225,31.8185
117220031819010,117.2205,31.8195
117276031853010,117.2765,31.8535
117294031862010,117.2945,31.8625
117296031862010,117.2965,31.8625
117313031859010,117.3135,31.8595
117250031874010,117.2505,31.8745
117375031853010,117.3755,31.8535
117368031838010,117.3685,31.8385
117349031808010,117.3495,31.8085
117351031805010,117.3515,31.8055
117196031808010,117.1965,31.8085
117195031807010,117.1955,31.8075
117298031843010,117.2985,31.8435
117291031848010,117.2915,31.8485
117338031867010,117.3385,31.8675
117317031867010,117.3175,31.8675
117314031864010,117.3145,31.8645
117313031861010,117.3135,31.8615
117274031847010,117.2745,31.8475
117208031725010,117.2085,31.7255
117168031763010,117.1685,31.7635
117185031784010,117.1855,31.7845
117193031798010,117.1935,31.7985
117194031799010,117.1945,31.7995
117199031804010,117.1995,31.8045
117183031826010,117.1835,31.8265
117243031897010,117.2435,31.8975
117268031897010,117.2685,31.8975
117285031898010,117.2855,31.8985
117216031970010,117.2165,31.9705
117261031979010,117.2615,31.9795
117292031876010,117.2925,31.8765
117491031735010,117.4915,31.7355
117474031750010,117.4745,31.7505
117441031825010,117.4415,31.8255
117421031831010,117.4215,31.8315
117417031836010,117.4175,31.8365
117140031856010,117.1405,31.8565
117189031840010,117.1895,31.8405
117187031846010,117.1875,31.8465
117167031740010,117.1675,31.7405
117176031735010,117.1765,31.7355
117174031734010,117.1745,31.7345
117282031802010,117.2825,31.8025
117263031822010,117.2635,31.8225
117334032128010,117.3345,32.1285
117320032161010,117.3205,32.1615
117295032140010,117.2955,32.1405
117264031845010,117.2645,31.8455
117231031840010,117.2315,31.8405
117216031856010,117.2165,31.8565
117221031855010,117.2215,31.8555
117250031852010,117.2505,31.8525
116983032587010,116.9835,32.5875
117006032644010,117.0065,32.6445
117029032648010,117.0295,32.6485
117342031890010,117.3425,31.8905
117333031850010,117.3335,31.8505
117385031822010,117.3855,31.8225
117251031834010,117.2515,31.8345
117306031805010,117.3065,31.8055
117299031848010,117.2995,31.8485
117248031871010,117.2485,31.8715
117698031796010,117.6985,31.7965
117966031611010,117.9665,31.6115
117279031884010,117.2795,31.8845
117258031774010,117.2585,31.7745
117218031797010,117.2185,31.7975
117250031512010,117.2505,31.5125
117252031508010,117.2525,31.5085
117259031501010,117.2595,31.5015
117476031884010,117.4765,31.8845
117481031879010,117.4815,31.8795
117334031802010,117.3345,31.8025
117235031792010,117.2355,31.7925
117231031823010,117.2315,31.8235
117282031354010,117.2825,31.3545
117243031405010,117.2435,31.4055
117143031433010,117.1435,31.4335
117140031439010,117.1405,31.4395
117138031448010,117.1385,31.4485
117332031712010,117.3325,31.7125
117115031863010,117.1155,31.8635
117176031782010,117.1765,31.7825
117221031840010,117.2215,31.8405
117366032917010,117.3665,32.9175
117368032917010,117.3685,32.9175
117241031850010,117.2415,31.8505
117251031825010,117.2515,31.8255
117251031812010,117.2515,31.8125
117214031768010,117.2145,31.7685
117269031841010,117.2695,31.8415
117212031913010,117.2125,31.9135
117402031825010,117.4025,31.8255
117402031827010,117.4025,31.8275
117402031829010,117.4025,31.8295
117406031832010,117.4065,31.8325
118212032091010,118.2125,32.0915
117301031865010,117.3015,31.8655
117308031866010,117.3085,31.8665
117205031777010,117.2055,31.7775
117205031780010,117.2055,31.7805
117205031781010,117.2055,31.7815
117205031782010,117.2055,31.7825
117208031788010,117.2085,31.7885
117207031788010,117.2075,31.7885
117305031801010,117.3055,31.8015
117520031886010,117.5205,31.8865
117884031665010,117.8845,31.6655
117332031788010,117.3325,31.7885
117338031786010,117.3385,31.7865
117196031782010,117.1965,31.7825
117301031828010,117.3015,31.8285
117323031927010,117.3235,31.9275
117332031926010,117.3325,31.9265
117191031853010,117.1915,31.8535
117187031852010,117.1875,31.8525
117181031860010,117.1815,31.8605
117212031821010,117.2125,31.8215
117230031892010,117.2305,31.8925
117225031893010,117.2255,31.8935
117214031899010,117.2145,31.8995
117273031835010,117.2735,31.8355
117273031834010,117.2735,31.8345
117230031785010,117.2305,31.7855
117217031782010,117.2175,31.7825
117153031747010,117.1535,31.7475
117022031741010,117.0225,31.7415
117202031779010,117.2025,31.7795
117290031747010,117.2905,31.7475
117232031828010,117.2325,31.8285
117321031872010,117.3215,31.8725
117322031872010,117.3225,31.8725
117326031884010,117.3265,31.8845
117327031886010,117.3275,31.8865
117326031892010,117.3265,31.8925
117217031831010,117.2175,31.8315
118495031569010,118.4955,31.5695
118509031569010,118.5095,31.5695
